title,genre,year,runtime,rating,votes,plot,imdb_url
Euphues,"Short, Drama",2017,540.0,,,A suicide bomber on his mission tries to confront his partner who faces dilemmas about the rightness of their doing.,https://www.imdb.com/title/tt7441328/
Punte Parade,"Drama, Romance",2014,,,,Add a Plot,https://www.imdb.com/title/tt7243914/
Fulai Fulko Mausam Timilai,Drama,2016,,,,Romance between two people which ends up in disaster but end up together at the end.,https://www.imdb.com/title/tt6066922/
Supportive Men,"Documentary, Family",2014,1260.0,,,A village in Southern Nepal shows how gender equality can be achieved when men change their behavior and help with housework.,https://www.imdb.com/title/tt5994746/
Alpaviram,Drama,2006,,,,Add a Plot,https://www.imdb.com/title/tt0888000/
Bhor,Drama,2018,,,,Add a Plot,https://www.imdb.com/title/tt8386480/
Heavenly Place Manang,Documentary,2005,4620.0,,,"A traveler travels to Manang and explores the wildlife, Throngla pass, lifestyle, ancient monasteries, re- incarnation of a monk after 600 years, different festivals practiced through out the year.",https://www.imdb.com/title/tt1679201/
Sparsa,"Short, Drama",2012,,,,Add a Plot,https://www.imdb.com/title/tt2737940/
Patachara,Drama,2009,,,,Add a Plot,https://www.imdb.com/title/tt8470756/
Silver Bangles,"Short, Drama",2017,900.0,,,"The film is based on unusual relation between a Dalit boy and a Brahamin girl, their struggle to succeed for a new lease of life and post union effort for a baby in the time when the entire community was under the threat from armed insurgency.",https://www.imdb.com/title/tt7892522/
Kaidi,,2001,,,,Add a Plot,https://www.imdb.com/title/tt0304255/
Ko Hola Tyo,"Short, Music",2012,,,,Add a Plot,https://www.imdb.com/title/tt10395144/
Crow in the Mist,Short,2017,1020.0,,,An old fisherman overcomes his solitude by playing a game with his own reflection as a child in a river bank.,https://www.imdb.com/title/tt7026718/
Disenchanted Cinema,"Documentary, Short",2017,1260.0,,,"The film Disenchanted Cinema takes us on a short journey to three remote mountainous villages in Mid-Western Nepal. In these villages, German anthropologist Michael Oppitz shot his legendary ethnographic film Shamans of the Blind Country (1981). A mobile cinema brings the film back to the places where it was shot and gives the new generations an opportunity to revisit their own history through the ''magic'' of cinema. Viewing their own past and present everyday life on the screen, the spectators go through a disenchanting experience.",https://www.imdb.com/title/tt7654816/
Bihani Ko Mirmere,"Short, Musical",2003,,,,Add a Plot,https://www.imdb.com/title/tt6371168/
Misheal pariyar,Documentary,2018,1800.0,,,documentary - about my real life,https://www.imdb.com/title/tt8878908/
Aavas,"Music, Romance",2016,,,,Add a Plot,https://www.imdb.com/title/tt4339526/
In the Shadow of Darjeeling,"Documentary, Short, History",2011,2160.0,,,"Tells the story of Nepal's modern tea industry and its struggle to define itself on the world stage against the backdrop of its more famous, colonially-nurtured neighbor, Darjeeling. The film follows leading tea producers in Kathmandu as they journey to Hong Kong to showcase their teas along with hundreds of other Asian tea producers at the Hong Kong International Tea Expo. What emerges is a rich story about humble entrepreneurs struggling to crack an international industry - which is symbolic of Nepal's larger struggle to grow economically and compete globally.",https://www.imdb.com/title/tt2016916/
Batuli Ko Chura,"Short, Drama",2013,,,,Add a Plot,https://www.imdb.com/title/tt3213248/
Aaroha: Rising Together,"Animation, Short, Family",2015,240.0,,,"""Equality is also respecting the worth of a life, may it be a man or a woman"" I am a person first ......everything else comes later ""I could be a she or a he But I could definitely be Me"" Respect me for what I am and not who I am I don't want what others have. I don't want more of what others have. I just want what is mine and how much I deserve. It is that simple Women Empowerment is not a start. It should be an outcome of Gender equality.",https://www.imdb.com/title/tt7055934/
Shree 5 Ambare,"Crime, Drama",2014,8280.0,,,Ambar (Saugat Malla) and Kali (Keki Adhikari) meet and fell in love in their childhood on street. Ambar is left along in the street when Kali is taken away by a guy. She became a prostitute and lived a comfortable life while Ambar nourished his desire to become a king in the society.,https://www.imdb.com/title/tt8024952/
Peaks of Emotion: The Children of Ocean Nepal,"Documentary, Short",2017,,,,"This short documentary will tell the story of four teenager girls who study at the American Community School in Abu Dhabi, UAE. They have been serving at a Nepalese orphanage for a week every year.",https://www.imdb.com/title/tt7870416/
Chakre,"Action, Thriller",,,,,Add a Plot,https://www.imdb.com/title/tt8682074/
Pirati Aafai Hudon Rahechha,,2001,,,,Add a Plot,https://www.imdb.com/title/tt0325981/
Ragat,,1995,,,,Add a Plot,https://www.imdb.com/title/tt0301762/
Young Torture: Ek Phera Hasana,"Short, Music",2014,240.0,,,Add a Plot,https://www.imdb.com/title/tt7066744/
The Price of Childhood,"Documentary, Biography, Drama",2010,3240.0,,,"The story of working children in Nepal is a complicated one. It is a story of traditional worlds destroyed by modern forces, of ethnic oppression, of political upheaval, of simple cruelty and remarkable hope. The Price of Childhood seeks to explain this phenomenon through the narratives of those who live with child labor: children, parents, owners, activists, government, scholars, and normal folks we meet along the way. In better understanding the situation from these various perspectives, the film aims to assist in improving the lives of those who suffer.",https://www.imdb.com/title/tt1781021/
"Mani, the Hidden Valley of Happiness at a Crossroads","Documentary, History",2013,2340.0,,,"A first time portrait of the ancient monuments (Mani) in Tsum, the Beyul Kyimolung/Hidden Valley of Happiness Pilgrimage area, in the high Himalayas of Nepal, and the opinions of the Tsum people on the up-coming international motorway development aiming to connect Tibet Autonomous Region of China and India that is a potential threat to the thousand year old monuments, cultural heritage sites and intact traditions.",https://www.imdb.com/title/tt3481444/
Dukha,Drama,2003,,,,Add a Plot,https://www.imdb.com/title/tt6620274/
The Hermit's Tea Party,"Documentary, Short, Biography",2012,360.0,,,"Two Sadhu's, a guru and his disciple, live together on the grounds of the Pashupatinath Temple. The Hermit's Tea Party is a glimpse into their daily routines of their spiritual life, and what they have left behind.",https://www.imdb.com/title/tt2632768/
Lekhirahada,Short,2014,180.0,,,Add a Plot,https://www.imdb.com/title/tt7038708/
The Making of Himalaya DVD Extra,Short,2000,,,,Add a Plot,https://www.imdb.com/title/tt3713506/
Ma Yesto Geet Gauchu,Musical,,,,,Add a Plot,https://www.imdb.com/title/tt6164792/
Mustang Secrets Beyond the Himalayas,Documentary,2009,5400.0,8.5,12.0,"A traveler sets on a journey into the remote mountains of Nepal, to explore Annapurna Region; and learns about the incredibly unique culture, festivals and spiritual traditions of the locals.",https://www.imdb.com/title/tt1543542/
Chokhaunee,"Short, Drama",2013,1200.0,,,"It is a tale of indigenous woman, who lacks compassion and care from her husband- leads her to sleep with another guy.She is punished in the name of custom while her husband's negligence and evil eye of another man is culprit.",https://www.imdb.com/title/tt3249052/
Khaacho,"Short, Drama",2018,,8.6,8.0,"""Khaacho"" is a nepali word defining about the NEED. Need small thing in our daily life makes us great changes.A story of a carpenter helping people just with a Nail and giving happiness and...                See full synopsis »",https://www.imdb.com/title/tt8462102/
Quality Education Resource,"Documentary, Short",2005,780.0,,,Add a Plot,https://www.imdb.com/title/tt2573082/
Sa Karnali,Documentary,2006,3060.0,,,Thinley and Amrit are traders travelling on business. The much older Thinley hands Amrit a 'Company Mala' a necklace of silver coins from colonial India and another lined with the tusks of a musk deer so that the young man may get himself a bride.,https://www.imdb.com/title/tt9053786/
Duniya,Drama,2006,,,,Add a Plot,https://www.imdb.com/title/tt8374342/
Champion,Game-Show,2016,,,,Add a Plot,https://www.imdb.com/title/tt8821304/
Kokh,"Short, Drama",2017,660.0,,,Unmarried sex-worker is suffering from extreme dilemma when she gets redundant pregnancy whether to conceive a baby or not. She fights with her thoughts.,https://www.imdb.com/title/tt8568334/
Premalaya,Drama,,,,,Add a Plot,https://www.imdb.com/title/tt8479320/
Daughters' Destiny,Documentary,2007,3120.0,,,"Nepalese women are telling their stories arranged marriages. In the jungle of western Nepal lives Fofo, who is married off at the age of 10 to a man of 20. When Thuli becomes a widow after 10 childbirths she is mocked at by both neighbours and relatives. Savitri did not even know the name of the groom she was marrying and she was not even allowed to see him during the wedding ceremony. Nepalese law does not allow child marriage but the law does not reach girls who have never been to school and are living in areas with no roads. This film shows some of the reasons behind the 40 % guerrilla women in the Nepalese Maoist army.",https://www.imdb.com/title/tt1969973/
Parivartan,Drama,1971,,,,Add a Plot,https://www.imdb.com/title/tt8379858/
The Solitude,"Short, Biography, Drama",2011,360.0,,,"Writer James Woolf tries to find the perfect ending for the novel ""Solitude"" until he realizes his own infinite solitude and the connection of his novel with Virginia Woolf's ""A Room of One's Own.""",https://www.imdb.com/title/tt2606322/
Sahid Gate,,2002,,,,Add a Plot,https://www.imdb.com/title/tt0314604/
Singha Durbar,Drama,2015,,8.9,9.0,"The futuristic political drama revolves around the story of Nepal's first Female Prime Minister who undergoes various challenges in her quest to establish a governance system of transparency, accountability and collaborative leadership.",https://www.imdb.com/title/tt6722128/
Strike,"Short, Action, Drama",2017,60.0,,,Father with an emergency to reach hospital with blood for the child comes across with strike happening in the town and its consequence.,https://www.imdb.com/title/tt6900922/
Shambhala,"Short, Drama, Family",2014,780.0,,,A young bride in Nepal must face the realities of marriage when her husband returns home from working abroad.,https://www.imdb.com/title/tt3890556/
Yastai Rahecha Jindagi,,2002,,,,Add a Plot,https://www.imdb.com/title/tt0314917/
Akinchn,"Short, Drama",2018,,,,"The movie, beautifully created on the coordination of socio-political reality, has made the main subject of the defective burning social issues like poverty, human discrimination, and child labour and exploitation prevailing in the world. Various politicians have been pushing the youth into wars and conflicts attracting them just for their personal prestige for ages; they have been ruling over the weak ones with consolation of liberty and sovereignty; the movie comes into a conclusion that the entire administrative system of the world has been unsuccessful to establish a society free of poverty, inequality and exploitation carrying a load of weapons on the back and delivering sweet lectures for peace.",https://www.imdb.com/title/tt8993996/
"Foundation for Hope: Year One of Relief, Recovery and Reconstruction in Nepal","Documentary, Short",2016,1740.0,,,"The documentary showcases the personal stories, in their own words, of a few of the millions of Nepalis that were affected by the earthquake of April 2015 and the feats of extraordinary courage, grace, and resilience of the Nepali people as a whole.",https://www.imdb.com/title/tt5807300/
Hotel Elam,"Short, Drama",2017,2280.0,,,"Tall pine trees, ups and downs of hills, snake like curve of roads and a small tin-thatched hotel at a corner, welcomes any passer by. The middle-aged owner is a lonely dignified lady who is strong as pine trees and knows her business well keeping all curious eyes at a distance. A soft speaking gentle bank manager covers almost fifty kilometers from planes to hills daily. A nature lover, workaholic, the long distance offers him a rescue from his mundane job and loneliness. One day both the characters face each other in a traumatic situation where humanity wins but the fatal accident actually changes both lives leaving the lady in an illusive reality.",https://www.imdb.com/title/tt7320270/
Eviction,Short,2006,,,,Add a Plot,https://www.imdb.com/title/tt1412713/
Rog,"Short, Drama",2012,,,,"Prateek is 20, but he will be soon dying because of AIDS. When he's running away from everything, he suddenly bumps into Shristi, a young photographer who is in love with him. It's up to Prateek to choose between love over death or vice versa.",https://www.imdb.com/title/tt7901816/
BabuSaheb,,2002,,,,Add a Plot,https://www.imdb.com/title/tt0313240/
Namari Baanchey,"Short, Music",2018,420.0,,,Add a Plot,https://www.imdb.com/title/tt9244796/
Ghar Desh,"Short, Drama",2013,,,,Add a Plot,https://www.imdb.com/title/tt3902700/
Dependent Life,"Documentary, Short",2019,1140.0,,,Add a Plot,https://www.imdb.com/title/tt10127176/
Bhai Tika,,2002,,,,Add a Plot,https://www.imdb.com/title/tt0315285/
Kathmandu Nepal Durbar,"Documentary, Short",2015,180.0,,,Add a Plot,https://www.imdb.com/title/tt4662938/
Cheli Beti,Drama,1989,,,,The story of Nepali women sold into prostitution in Indian cities and the challenges they face in reintegrating back into society upon returning home.,https://www.imdb.com/title/tt0888008/
Shadhyantra,,2002,,,,Add a Plot,https://www.imdb.com/title/tt0326133/
Bibash,"Short, Drama, Family",2014,600.0,,,Add a Plot,https://www.imdb.com/title/tt7066810/
Chha Ekan Chha,"Comedy, Drama",2014,,5.9,16.0,"A girl is looking for a boy to get married. In course of time, she dates six boys. Who will she choose among the six?",https://www.imdb.com/title/tt6044190/
Rage: Aakrosh,"Short, Drama",2015,540.0,,,AAKROSH (RAGE) follows the story of a single woman struggling to seek justice from the authorities for the road expansion. The Movie questions the state's existing laws and regulations regarding property rights.,https://www.imdb.com/title/tt7044704/
The Path to Fool's Paradise,"Short, Drama, Romance",2017,,,,Add a Plot,https://www.imdb.com/title/tt5050372/
Kagaj,"Short, Adventure, Drama",2012,300.0,,,"When one really wants to do something its not IMPOSSIBLE. A compelling story of how a small action can lead to bigger changes in life of not one but the lives of many. If one really know the value and importance of education, one can find it anywhere. Even in trash. A single soul carrying the hopes of many can educate the world.",https://www.imdb.com/title/tt2706606/
Hope Remains,Short,2014,60.0,,,Add a Plot,https://www.imdb.com/title/tt7055940/
Durgamandu,Documentary,2017,,,,Add a Plot,https://www.imdb.com/title/tt8747152/
Prem Apradha,"Short, Drama",2014,600.0,,,Love is a crime in a remote cultural bound tribe of Nepal. As of if some one did commit it their parents have to pay for it.,https://www.imdb.com/title/tt4081476/
Janayuddha,Drama,2008,,,,Add a Plot,https://www.imdb.com/title/tt8774178/
Jun Hau Timi Phool Hau Timi,"Short, Music",2018,,,,Add a Plot,https://www.imdb.com/title/tt7678588/
Secreat tree: The Birth of Buddha,"Documentary, Short, History",2009,1500.0,,,This Documentry film is whole life histry of Lord Buddha.,https://www.imdb.com/title/tt4911918/
Dulahi,,2001,,,,Add a Plot,https://www.imdb.com/title/tt0303935/
Khel,"Documentary, Short",2013,660.0,,,Add a Plot,https://www.imdb.com/title/tt2830558/
Anjuli,,2002,,,,Add a Plot,https://www.imdb.com/title/tt0315194/
Love U Man,Drama,2012,,,,A unique love story film in Nepali cinema history.,https://www.imdb.com/title/tt8821328/
Mahadevi,,1993,,,,Add a Plot,https://www.imdb.com/title/tt0301584/
Aago 2,Drama,2015,,,,Add a Plot,https://www.imdb.com/title/tt6774938/
Kumva Karan,Drama,2018,,,,Add a Plot,https://www.imdb.com/title/tt8736814/
Naya Jhul,"Short, Drama",2016,,,,"A story of a rebel; Ritu, Passionately in love with Sanjaya, until an incident that swerves her mode of life in a different direction, totally changing her attitude and perspective towards Life, Love, and Relationship.",https://www.imdb.com/title/tt6993952/
The Moon,"Short, Drama",2015,480.0,,,What can you buy? What can you sell?,https://www.imdb.com/title/tt5056192/
Khushi,"Short, Family",2011,,,,A young boy runs away from home because he failed his exams.,https://www.imdb.com/title/tt2713292/
Omitted Project,"Short, Drama",2017,900.0,,,A lady whose occupation is midwifery but she doesn't have her own baby . at the end of her life change another direction.,https://www.imdb.com/title/tt7807076/
Dui Duna Pannch,Comedy,2012,7800.0,,,Add a Plot,https://www.imdb.com/title/tt4019648/
Children as Partners in Girl's Education,"Documentary, Short",2005,660.0,,,Add a Plot,https://www.imdb.com/title/tt2573070/
Life is Just a File,"Animation, Short",2015,,,,Add a Plot,https://www.imdb.com/title/tt9491498/
Bigu,"Documentary, Short",2010,1200.0,,,Add a Plot,https://www.imdb.com/title/tt2715384/
A Drop of Hope,"Short, Drama",2011,,,,Add a Plot,https://www.imdb.com/title/tt7038982/
La Sorry,Action,2016,,,,Add a Plot,https://www.imdb.com/title/tt8883024/
Schools in the Crossfire,Documentary,2006,3120.0,,,Add a Plot,https://www.imdb.com/title/tt5337948/
Birano Mayo,Drama,2016,,,,Add a Plot,https://www.imdb.com/title/tt8688026/
Hearts in the Himalayas,"Documentary, Short, Adventure",2012,1320.0,,,"Of the 30,000 humanitarian organizations operating in Nepal, there is one that stands above the rest. From award-winning humanitarian journalist Debi Lang comes Hearts In The Himalayas, a documentary about the extraordinary efforts of Himalayan HealthCare. Only the most dedicated volunteers endure treacherous conditions and rugged terrain that take them into the Ganesh Himal region of the Himalayan mountain range in order to bring much needed care to the remote villages this Nepalese non-governmental agency serves. Co-founder Anil Parajuli leads an international medical team on an Everest-size expedition through the stunning beauty of the foothills of the Himalayas which mask the harsh reality of daily life for the villagers. It is a humanitarian adventure you soon won't forget.",https://www.imdb.com/title/tt2450050/
If Men Had Periods: Purushpad,Short,2017,60.0,,,Every woman and girl in Nepal deserves the right to manage their period in a safe and dignified way. Support our #PeriodPower campaign and tell the Nepal Government what you want to see in the new menstrual hygiene action plan.,https://www.imdb.com/title/tt7058464/
The Faaadi Guys Show,Comedy,2017,,8.7,7.0,"The incredible series of Comedy Musical Videos Featuring BiV1, Where new funny, hilarious ideas are visualized in every episodes - now running to web.",https://www.imdb.com/title/tt6711580/
Nepal Music Festival 2014,Talk-Show,2014,,,,Add a Plot,https://www.imdb.com/title/tt7066608/
Untitled Buddha Film in Nepal,"Short, Drama",,,,,"Nothing is permanent, not even for the enlightened one.",https://www.imdb.com/title/tt6179924/
Mission Rebuild Nepal Stories,"Documentary, Short",2016,660.0,,,Add a Plot,https://www.imdb.com/title/tt7702298/
Queen of the Himalayas,Thriller,,6000.0,,,"A pleasant and fascinating journey of lonely, Heartbroken British woman to the Himalayas ends into kill or get killed war.",https://www.imdb.com/title/tt6474618/
Adhyaya,Drama,2013,,,,Add a Plot,https://www.imdb.com/title/tt10921182/
Asamajhdari,Family,2016,2820.0,,,"When a young couple meet for the first time before their wedding day they share their hopes and aspirations for their upcoming marriage and promise to support each other's dreams come what may. However, their life together takes an unexpected turn as the all too common reality of community expectations, peer pressure and family pressures set in. How should they respond? We first see the couple listening to those around them rather than to each other. They argue more and the distance and suspicions between them grow, until the shocking climax of the film shows just how wrong things can go between a husband and a wife. Take two, the film rewinds and this time the couple stay united despite the same pressures from friends and family. This time there is no shocking climax, at each juncture the couple try to talk and listen to each other and as a result are happier and their marriage is stronger. By showing how two approaches towards the daily pressures faced by a married couple can have such dramatically different consequences, the film asks audiences to reflect on their role in the success of their own marriage. Can happiness & mutual understanding between husband and wife rest in our own hands?",https://www.imdb.com/title/tt6371116/
The Message,"Short, Action",2013,,,,"A story of a British Soldier from the war zone where he expresses the pain, the emotions, the love etc etc, but something happens.",https://www.imdb.com/title/tt3175576/
Refuse,"Documentary, Short",2014,300.0,,,"REFUSE is a word that refers not only to what we discard, but to a defiant act that can catalyze change. This video blends experimental and documentary techniques to reshape our understanding of the landscape and labor of trash-pickers. The layered, cinematic richness of the video belies its disturbing content and serves to underscore the indomitable human spirit.",https://www.imdb.com/title/tt5128708/
Seams,"Documentary, Short",2017,1140.0,,,"An existential journey into the fleeting moments of life which arise when volunteers in Nepal take a break from their work in order to celebrate. A spectrum of individuals, and the connections between them, guide the viewer through the trials and tribulations of communication and emotion.",https://www.imdb.com/title/tt7576318/
Mama Bhanja,,2002,,,,Add a Plot,https://www.imdb.com/title/tt0316212/
Santan Ko Maya,,2002,,,,Add a Plot,https://www.imdb.com/title/tt0314611/
Best Friends Forever,Drama,2016,,,,Add a Plot,https://www.imdb.com/title/tt9020606/
Ganesh Senchuri: Fanfani,"Short, Music",2017,,,,Add a Plot,https://www.imdb.com/title/tt9469802/
Bihani,,2001,,,,Add a Plot,https://www.imdb.com/title/tt0325071/
Swarga Yahan,"Short, Musical",2010,240.0,,,Add a Plot,https://www.imdb.com/title/tt3692750/
Secrets of Dhaulagiri,"Documentary, Short",2011,1800.0,9.0,8.0,"This is a widely appreciated documentary form Nepal, already presented in several international film festivals. It explores the life obscured by innumerable ups and downs while living in the high Himalayas.",https://www.imdb.com/title/tt2141925/
Adolescent Sexual and Reproductive Health,"Documentary, Short",2009,1740.0,,,Add a Plot,https://www.imdb.com/title/tt2573192/
Malati,,2002,,,,Add a Plot,https://www.imdb.com/title/tt0316211/
Acceptance,Drama,,,,,Add a Plot,https://www.imdb.com/title/tt4741304/
We Corner People,Documentary,2007,2940.0,,,"Children, adults, and animals of a remote village in Nepal that has no electricity or shops, and is cut off from everything by a river, pride themselves on being ""corner people.""",https://www.imdb.com/title/tt5173104/
Rupees 500,"Short, Drama, Family",2014,720.0,,,"Birkha Bahadur is local porter in Kathmandu Nepal who has many dreams like others. One day he makes Rs 500 after work, after that day he wants to change his life style and plans different things but something is waiting in his fate.....",https://www.imdb.com/title/tt3867658/
Woolenmary,Drama,,,,,Add a Plot,https://www.imdb.com/title/tt6524278/
Sauta,,1993,,,,Add a Plot,https://www.imdb.com/title/tt0301809/
I am Always There For you,"Short, Drama",2014,240.0,,,Add a Plot,https://www.imdb.com/title/tt7055948/
Maya Preeti,Drama,1989,,,,Add a Plot,https://www.imdb.com/title/tt8934078/
Ghar,"Documentary, Short, Drama",2016,900.0,,,"In 2015, Nepal was devastated by two earthquakes. Seven high school students document the building of a new home and the spirit of the Sherpa people.",https://www.imdb.com/title/tt5852634/
Virtual Dream,"Short, Mystery, Romance",2014,480.0,,,"In our lives, we are busy, tired, and sad - we perceive things from only one side - but what we see might not always be there.",https://www.imdb.com/title/tt7038638/
Jeevan Yo Rahe Samma,"Short, Music",2019,,,,Add a Plot,https://www.imdb.com/title/tt10432800/
Mother,Short,2019,,,,Add a Plot,https://www.imdb.com/title/tt10438640/
Prithvi,,1994,,8.4,5.0,Add a Plot,https://www.imdb.com/title/tt6774818/
Rock Band,Musical,,,,,Add a Plot,https://www.imdb.com/title/tt8698830/
Punte ko Pangro,"Short, Drama",2014,780.0,,,"Punte ko Pangro is a story about a child in the countryside of the Kathmandu valley. We follow Punte, a playful boy, who has a toy wheel of his own, but he will do anything to get a bigger one. In his pursuit, he discovers his aspiration and ultimately own potential. The wheel is used as a symbol of supremacy to portray human desire and our passionate struggle to reach higher positions in society.",https://www.imdb.com/title/tt6402700/
The Milk Man,"Documentary, Short, Adventure",2016,660.0,,,"Kedar Phuyal's entire house collapsed during the the earthquake in Nepal on April 25th, 2015. He struggles to rebuild his life.",https://www.imdb.com/title/tt5494480/
Naso,Drama,1997,,,,"Disillusioned by love, a woman seeks solace in a monastery in this modern drama.",https://www.imdb.com/title/tt8503066/
Comma: Alpabiram,"Short, Drama",2015,,,,"Winner of ""Project Hope Internation Film Festival"" made with the theme- ""Knowledge for Life"", promoting traditional, indigenous and local knowledge and practices, to complement scientific knowledge in disaster risk management.",https://www.imdb.com/title/tt7028682/
 Pokhara.com,Musical,2003,1800.0,,,Add a Plot,https://www.imdb.com/title/tt2144066/
 Pokhara.com,Musical,2003,1800.0,,,Add a Plot,https://www.imdb.com/title/tt2144066/
 Pokhara.com,Musical,2003,1800.0,,,Add a Plot,https://www.imdb.com/title/tt2144066/
 Pokhara.com,Musical,2003,,,,Add a Plot,https://www.imdb.com/title/tt2144066/
 Herne Katha,"Documentary, Short",2018,,,,"Zubaida Khatun, like most of her friends got married at the age of 14 when she was studying at grade 7 . Zubaida's struggling journey from a girl married at early age to an aspiring politician in her area.",https://www.imdb.com/title/tt8103440/
